name,owner,stars,language,pr_number,pr_title,pr_state,pr_author,pr_created_at,pr_closed_at,pr_merged_at,pr_is_merged,pr_base_branch,pr_head_branch,pr_additions,pr_deletions,pr_changed_files,pr_total_changes,pr_comments_count,pr_reviews_count,pr_review_requests_count,pr_commits_count,pr_participants_count,pr_assignees_count,pr_labels,pr_labels_count,pr_review_decision,pr_is_draft,pr_lifetime_hours,pr_time_to_merge_hours,has_code_review
free-programming-books,EbookFoundation,370951,Python,11815,chore(deps): bump eps1lon/actions-label-merge-conflict from 3.0.2 to 3.0.3,MERGED,dependabot,2025-01-11T11:41:33Z,2025-03-24T21:43:16Z,2025-03-24T21:43:15Z,True,main,dependabot/github_actions/eps1lon/actions-label-merge-conflict-3.0.3,1,1,1,2,0,1,0,1,2,0,🤖 automation|🔗 dependencies|🔗 dependencies:github-actions,3,APPROVED,False,1738.028611111111,1738.0283333333334,True
free-programming-books,EbookFoundation,370951,Python,11813,"""Add 'Angular Animations Tutorial' YouTube playlist by Brian Treese t…",CLOSED,D4t3ck,2025-01-10T23:12:28Z,2025-07-20T00:20:57Z,,False,main,main,1,0,1,1,2,1,0,2,2,0,stale,1,,False,4561.141388888889,,True
free-programming-books,EbookFoundation,370951,Python,11808,linter solved,CLOSED,mamun-ethan,2025-01-02T08:21:09Z,2025-03-24T21:43:37Z,,False,main,dev-bn,222,255,1,477,2,1,0,2,4,0,linter error,1,,False,1957.3744444444444,,True
free-programming-books,EbookFoundation,370951,Python,11802,Update free-courses-ar.md,CLOSED,diaaatya,2024-12-30T11:21:39Z,2025-06-26T00:17:51Z,,False,main,main,1,0,1,1,4,1,0,2,3,0,stale,1,,False,4260.9366666666665,,True
free-programming-books,EbookFoundation,370951,Python,11795,Update free-programming-books-bn.md,MERGED,Ajay-singh1,2024-12-20T12:35:10Z,2024-12-21T23:29:02Z,2024-12-21T23:29:02Z,True,main,bangla-book,1,0,1,1,0,1,0,2,2,0,,0,,False,34.897777777777776,34.897777777777776,True
free-programming-books,EbookFoundation,370951,Python,11794,Update check-urls.yml,CLOSED,Pterjudin,2024-12-20T00:43:58Z,2024-12-20T12:58:28Z,,False,main,patch-1,34,57,1,91,0,1,0,1,2,0,,0,,False,12.241666666666667,,True
free-programming-books,EbookFoundation,370951,Python,11788,feat: testing book to added to ```books/free-programming-books-subjects.md```,MERGED,You-Gao,2024-12-16T23:56:10Z,2024-12-17T02:06:34Z,2024-12-17T02:06:34Z,True,main,feat/fuzzing,1,0,1,1,2,1,0,4,2,0,,0,,False,2.1733333333333333,2.1733333333333333,True
free-programming-books,EbookFoundation,370951,Python,11786,chore(deps): bump tj-actions/changed-files from 45.0.4 to 45.0.5,MERGED,dependabot,2024-12-14T11:04:53Z,2024-12-17T17:26:49Z,2024-12-17T17:26:49Z,True,main,dependabot/github_actions/tj-actions/changed-files-45.0.5,1,1,1,2,0,1,0,1,2,0,:rocket: ready to merge|🤖 automation|🔗 dependencies|🔗 dependencies:github-actions,4,APPROVED,False,78.36555555555556,78.36555555555556,True
free-programming-books,EbookFoundation,370951,Python,11774,added react-router to cheatsheets,MERGED,uncleejay,2024-11-28T11:52:45Z,2024-12-01T18:38:26Z,2024-12-01T18:38:25Z,True,main,add-react-router,1,0,1,1,2,1,0,3,2,0,,0,,False,78.76138888888889,78.7611111111111,True
free-programming-books,EbookFoundation,370951,Python,11759,Added Evidence Based Software Engineering Book,MERGED,Ajay-singh1,2024-11-12T06:26:49Z,2024-11-13T02:15:23Z,2024-11-13T02:15:23Z,True,main,a1,1,0,1,1,0,1,0,2,2,0,,0,,False,19.809444444444445,19.809444444444445,True
free-programming-books,EbookFoundation,370951,Python,11744,Added 3 courses to the `free-courses-hi.md` file.,CLOSED,akshat3144,2024-11-01T13:12:14Z,2024-12-24T20:07:14Z,,False,main,main,4,1,1,5,1,1,0,14,2,0,waiting for changes,1,,False,1278.9166666666667,,True
free-programming-books,EbookFoundation,370951,Python,11740,Added solidity course,CLOSED,anand-242003,2024-10-31T10:57:30Z,2025-05-22T00:17:16Z,,False,main,solidity_course,2,0,2,2,9,1,0,3,4,0,waiting for changes|stale,2,,False,4861.329444444445,,True
free-programming-books,EbookFoundation,370951,Python,11730,Added quatum computing books,CLOSED,pythonicforge,2024-10-30T15:41:52Z,2024-10-31T10:07:37Z,,False,main,main,0,0,0,0,1,1,0,0,2,0,waiting for changes,1,CHANGES_REQUESTED,False,18.429166666666667,,True
free-programming-books,EbookFoundation,370951,Python,11729,Added a free Course in free-courses-hi.md,MERGED,mridul2311,2024-10-30T10:02:25Z,2024-10-31T14:44:41Z,2024-10-31T14:44:41Z,True,main,patch-2,1,0,1,1,0,1,0,2,2,0,waiting for changes,1,,False,28.704444444444444,28.704444444444444,True
free-programming-books,EbookFoundation,370951,Python,11718,add react native french  course,CLOSED,Devdiop221,2024-10-29T11:32:30Z,2025-05-22T00:17:21Z,,False,main,master,6,0,1,6,4,1,0,4,2,0,waiting for changes|stale,2,,False,4908.7475,,True
free-programming-books,EbookFoundation,370951,Python,11707,Added English book (Learn Java for FTC),MERGED,Thijzert123,2024-10-27T21:40:31Z,2024-10-28T13:30:54Z,2024-10-28T13:30:54Z,True,main,main,1,0,1,1,0,1,0,2,2,0,waiting for changes,1,,False,15.839722222222223,15.839722222222223,True
free-programming-books,EbookFoundation,370951,Python,11699,update: Move Angular resources under JavaScript section in the index in free-courses-hi.md,CLOSED,HRIDYANSHU054,2024-10-27T10:35:15Z,2025-05-23T00:17:20Z,,False,main,update/courses/hi/Angular,10,10,1,20,5,1,0,3,3,0,question|stale,2,,False,4981.701388888889,,True
free-programming-books,EbookFoundation,370951,Python,11693,Added Design and Analysis of Algorithms course by THE GATEHUB to free-courses-hi.md,MERGED,HRIDYANSHU054,2024-10-27T07:29:09Z,2024-10-27T17:04:47Z,2024-10-27T17:04:46Z,True,main,added/courses/hi/algorithms/THEGATEHUB,1,0,1,1,1,1,0,2,2,0,waiting for changes,1,,False,9.59388888888889,9.59361111111111,True
free-programming-books,EbookFoundation,370951,Python,11679,Update free-courses-de.md,MERGED,SrishBansal,2024-10-25T14:18:04Z,2024-10-26T17:36:45Z,2024-10-26T17:36:45Z,True,main,patch-6,1,0,1,1,2,1,0,2,2,0,,0,,False,27.31138888888889,27.31138888888889,True
free-programming-books,EbookFoundation,370951,Python,11674,Update free-courses-zh.md,MERGED,SrishBansal,2024-10-25T11:21:12Z,2024-10-26T17:38:36Z,2024-10-26T17:38:36Z,True,main,patch-4,1,1,1,2,1,1,0,3,2,0,waiting for changes,1,,False,30.29,30.29,True
free-programming-books,EbookFoundation,370951,Python,11671,Update free-courses-pl.md,CLOSED,SrishBansal,2024-10-25T08:19:43Z,2025-05-23T00:17:24Z,,False,main,patch-2,2,2,1,4,9,1,0,7,2,0,waiting for changes|linter error|stale,3,,False,5031.961388888889,,True
free-programming-books,EbookFoundation,370951,Python,11668,"Added C, C# and C++ pdfs ",CLOSED,Mahesh-Vijaykumar,2024-10-24T17:57:30Z,2024-11-30T06:26:16Z,,False,main,main,3,0,1,3,1,1,0,2,2,0,waiting for changes,1,CHANGES_REQUESTED,False,876.4794444444444,,True
free-programming-books,EbookFoundation,370951,Python,11664,Good resource,CLOSED,Souradeephazra123,2024-10-24T05:57:00Z,2025-05-23T00:17:25Z,,False,main,main,3,2,2,5,3,1,0,4,2,0,waiting for changes|linter error|stale,3,CHANGES_REQUESTED,False,5058.340277777777,,True
free-programming-books,EbookFoundation,370951,Python,11658,Add License Information to 'Open Data Structures (In C++)',MERGED,AkshayTiwari27,2024-10-23T13:19:19Z,2024-10-23T21:47:55Z,2024-10-23T21:47:55Z,True,main,new-branch-for-second-PR,2,2,1,4,0,1,0,4,2,0,waiting for changes,1,,False,8.476666666666667,8.476666666666667,True
free-programming-books,EbookFoundation,370951,Python,11654,Update for ded links - kn. and uk.,MERGED,OranciucIvan,2024-10-23T00:46:22Z,2024-10-23T15:44:54Z,2024-10-23T15:44:54Z,True,main,Update_for_dead_links,1,3,2,4,0,1,0,1,3,0,:rocket: ready to merge,1,APPROVED,False,14.975555555555555,14.975555555555555,True
free-programming-books,EbookFoundation,370951,Python,11650,[Updated] Kotlin Course,MERGED,meetmukul1993,2024-10-22T15:15:29Z,2024-10-23T15:47:48Z,2024-10-23T15:47:48Z,True,main,kotlin,1,0,1,1,2,1,1,4,2,0,waiting for changes,1,,False,24.538611111111113,24.538611111111113,True
free-programming-books,EbookFoundation,370951,Python,11636,Add License To Two Books,CLOSED,kahenya-anita,2024-10-21T09:26:03Z,2025-05-23T00:17:28Z,,False,main,main,2,2,1,4,4,1,0,3,2,0,waiting for changes|linter error|stale,3,,False,5126.856944444445,,True
free-programming-books,EbookFoundation,370951,Python,11631,"Added Hindi Course on Maths, NLP and Flask",MERGED,Shantnu-singh,2024-10-20T16:09:37Z,2024-10-21T13:17:09Z,2024-10-21T13:17:09Z,True,main,main,4,1,1,5,7,1,0,8,2,0,waiting for changes,1,CHANGES_REQUESTED,False,21.125555555555554,21.125555555555554,True
free-programming-books,EbookFoundation,370951,Python,11615,Added ReactJS course by Anurag Singh,MERGED,heropj,2024-10-19T17:16:04Z,2024-10-20T21:33:48Z,2024-10-20T21:33:48Z,True,main,feat/react-anuragsingh,1,0,1,1,4,1,0,6,2,0,waiting for changes,1,,False,28.295555555555556,28.295555555555556,True
free-programming-books,EbookFoundation,370951,Python,11613,Kubernetes 101 workshop - complete hands-on,MERGED,TheThakurSahab,2024-10-19T08:41:48Z,2024-10-21T13:51:19Z,2024-10-21T13:51:19Z,True,main,patch-1,1,0,1,1,3,1,0,3,3,0,,0,,False,53.158611111111114,53.158611111111114,True
free-programming-books,EbookFoundation,370951,Python,11598,Updated link for Symfony SAS -uk language,MERGED,OranciucIvan,2024-10-17T06:23:31Z,2024-10-17T14:53:38Z,2024-10-17T14:53:38Z,True,main,Update_link_for_Symfony_SAS,1,1,1,2,1,1,0,1,3,0,,0,,False,8.501944444444444,8.501944444444444,True
free-programming-books,EbookFoundation,370951,Python,11596,Update problem-sets-competitive-programming.md,CLOSED,gitsofaryan,2024-10-17T03:36:19Z,2024-10-19T17:37:04Z,,False,main,patch-2,2,0,1,2,1,1,0,3,2,0,waiting for changes|linter error,2,CHANGES_REQUESTED,False,62.0125,,True
free-programming-books,EbookFoundation,370951,Python,11591,Added new embedded section in polish language,MERGED,dariuszzbyrad,2024-10-16T12:22:21Z,2024-10-17T14:50:37Z,2024-10-17T14:50:37Z,True,main,add-new-section-pl,7,0,1,7,4,1,1,3,3,0,waiting for changes,1,,False,26.47111111111111,26.47111111111111,True
free-programming-books,EbookFoundation,370951,Python,11584,Removed React Native video and added React Native playlist,CLOSED,Taussy10,2024-10-16T07:32:35Z,2024-10-23T02:16:28Z,,False,main,fix/React-Native-course,1,1,1,2,1,1,0,3,3,0,waiting for changes,1,CHANGES_REQUESTED,False,162.7313888888889,,True
free-programming-books,EbookFoundation,370951,Python,11583,Add Scikit Learn Choosing the Right Estimators cheatsheet,MERGED,hstsethi,2024-10-16T06:38:33Z,2024-10-18T14:33:24Z,2024-10-18T14:33:24Z,True,main,patch-3,1,0,1,1,6,1,0,6,2,0,waiting for changes,1,,False,55.91416666666667,55.91416666666667,True
free-programming-books,EbookFoundation,370951,Python,11580,Add PHP - Yii Framework - e-book (PDF),MERGED,wanforge,2024-10-16T02:16:09Z,2024-10-16T20:51:30Z,2024-10-16T20:51:30Z,True,main,main,13,1,2,14,1,1,0,5,2,0,waiting for changes,1,CHANGES_REQUESTED,False,18.589166666666667,18.589166666666667,True
public-apis,public-apis,366880,Python,4741,feat: Add Groq API,CLOSED,LikhithAvinash,2025-09-01T18:18:46Z,2025-09-03T09:02:20Z,,False,master,master,1,0,1,1,0,1,0,1,2,0,,0,,False,38.72611111111111,,True
public-apis,public-apis,366880,Python,4479,Flask api,CLOSED,Adw-eeyaa,2025-08-04T07:42:48Z,2025-09-23T16:18:04Z,,False,master,flask-api,1,1,1,2,0,1,0,2,2,0,,0,,False,1208.5877777777778,,True
public-apis,public-apis,366880,Python,4385,Add new API: GitHub Gists,CLOSED,ehgbl,2025-06-17T21:13:24Z,2025-06-29T20:13:25Z,,False,master,master,2,1,1,3,0,1,0,1,2,0,,0,,False,287.0002777777778,,True
public-apis,public-apis,366880,Python,4354,Add CORS requirement note for DomainsDB API,CLOSED,gqwtb,2025-05-28T00:28:02Z,2025-07-11T05:08:19Z,,False,master,add-cors-note-to-domainsdb,2,2,1,4,0,1,0,1,2,0,,0,,False,1060.671388888889,,True
public-apis,public-apis,366880,Python,4136,Update README.md,CLOSED,JorgeSTJordao,2025-02-08T16:15:51Z,2025-03-13T16:09:36Z,,False,master,master,1,1,1,2,0,1,0,1,2,0,,0,,False,791.8958333333334,,True
public-apis,public-apis,366880,Python,4115,Update README.md,CLOSED,maybe-asdf,2025-01-16T20:10:49Z,2025-08-13T00:10:45Z,,False,master,bubble,0,1,1,1,0,1,0,1,2,0,,0,,False,4995.998888888889,,True
public-apis,public-apis,366880,Python,4114,Add quoterism.com,CLOSED,fisenkodv,2025-01-16T15:02:44Z,2025-03-18T14:10:53Z,,False,master,feat/add-quoterism,1,0,1,1,0,1,0,1,2,0,,0,,False,1463.1358333333333,,True
public-apis,public-apis,366880,Python,4072,add FatsecretPlatform API -- Added additional Food & Drink API to the list,CLOSED,miaowumiaomiaowu,2024-11-29T07:49:56Z,2025-01-23T05:09:37Z,,False,master,add-miaowu,57,52,1,109,0,1,0,1,2,0,,0,,False,1317.3280555555555,,True
public-apis,public-apis,366880,Python,4045,Updated,CLOSED,ghost,2024-10-30T16:03:03Z,2025-06-18T17:18:59Z,,False,master,patch-1,0,1,1,1,0,1,0,1,1,0,,0,,False,5545.265555555556,,True
public-apis,public-apis,366880,Python,4042,Studio Ghibli API link updated,CLOSED,andrew-field,2024-10-25T17:17:29Z,2025-02-17T20:30:45Z,,False,master,patch-1,1,1,1,2,1,1,0,1,2,0,,0,,False,2763.221111111111,,True
public-apis,public-apis,366880,Python,4022,Adding Open Government of Kazakhstan,CLOSED,xinitd,2024-10-12T20:40:36Z,2024-10-22T10:54:39Z,,False,master,Egov-open-data-(Republic-of-Kazakhstan),1,0,1,1,0,1,0,1,2,0,,0,,False,230.23416666666665,,True
public-apis,public-apis,366880,Python,3957,Spelling fix in README,CLOSED,RyanLee355,2024-08-01T07:39:52Z,2025-04-07T15:31:21Z,,False,master,patch-1,1,1,1,2,0,1,0,1,2,0,,0,,False,5983.858055555555,,True
public-apis,public-apis,366880,Python,3954,"Updating the old, corrupted link for Excuser API to the new working link.",CLOSED,tasnim0tantawi,2024-07-29T07:17:46Z,2024-09-25T13:58:21Z,,False,master,master,1,1,1,2,1,1,0,1,2,0,,0,,False,1398.6763888888888,,True
public-apis,public-apis,366880,Python,3935,Fix broken link to CONTRIBUTING.md in PULL_REQUEST_TEMPLATE.md,CLOSED,R055A,2024-07-18T15:15:12Z,2024-09-05T21:19:13Z,,False,master,fix-pr-template,1,1,1,2,2,1,0,1,2,0,,0,,False,1182.0669444444445,,True
public-apis,public-apis,366880,Python,3928,Fix Google Maps link in README,CLOSED,lk-chen,2024-07-15T18:41:02Z,2024-11-19T20:49:43Z,,False,master,patch-1,1,1,1,2,0,1,0,1,2,0,,0,,False,3050.1447222222223,,True
public-apis,public-apis,366880,Python,3865,remove link for bugsnaxapi (virus/crypto),CLOSED,renatocfrancisco,2024-05-29T17:46:14Z,2025-07-17T04:21:51Z,,False,master,master,0,1,1,1,1,1,0,1,2,0,,0,,False,9922.593611111111,,True
public-apis,public-apis,366880,Python,3858,Add Saddlebag Exchange public api,CLOSED,cohenaj194,2024-05-11T00:14:34Z,2025-07-05T00:05:38Z,,False,master,master,1,0,1,1,1,1,0,1,2,0,,0,,False,10079.851111111111,,True
public-apis,public-apis,366880,Python,3679,Update README.md,CLOSED,jassi11223,2023-10-28T16:59:59Z,2024-03-17T16:14:55Z,,False,master,patch-2,1,1,1,2,1,1,0,1,3,0,,0,,False,3383.248888888889,,True
public-apis,public-apis,366880,Python,3620,Create asd,CLOSED,Shivam123-kot,2023-09-01T10:54:21Z,2023-09-02T21:21:34Z,,False,master,master,1,0,1,1,0,1,0,1,2,0,,0,,True,34.45361111111111,,True
public-apis,public-apis,366880,Python,3618,Update test_of_push_and_pull.yml,CLOSED,Samhunt97,2023-09-01T06:27:01Z,2023-09-02T21:21:49Z,,False,master,Samhunt97-patch-1,1,0,1,1,0,1,0,1,3,0,,0,,False,38.913333333333334,,True
public-apis,public-apis,366880,Python,3510,Add Databento API,CLOSED,cjdsellers,2023-05-09T01:11:31Z,2024-03-02T21:46:24Z,,False,master,master,3,0,1,3,2,1,0,3,3,0,,0,,False,7172.581388888889,,True
public-apis,public-apis,366880,Python,3480,Add Kite API,CLOSED,JCodeX-Dev,2023-03-26T18:51:12Z,2023-04-01T07:57:12Z,,False,master,master,1,0,1,1,1,1,0,1,2,0,,0,,False,133.1,,True
public-apis,public-apis,366880,Python,3410,Update README.md,CLOSED,samyakjain1908,2023-01-10T04:20:38Z,2023-02-21T08:32:00Z,,False,master,master,1,1,1,2,0,1,0,1,2,0,,0,,False,1012.1894444444445,,True
public-apis,public-apis,366880,Python,3342,Fixed Chuck Norris Broken Link in Games section,CLOSED,HighnessAtharva,2022-11-08T04:47:08Z,2022-11-16T12:32:32Z,,False,master,patch-1,1,1,1,2,0,1,0,1,2,0,,0,,False,199.75666666666666,,True
public-apis,public-apis,366880,Python,3314,Add AssemblyAI API,CLOSED,oconnoob,2022-09-23T16:18:45Z,2025-02-05T15:54:40Z,,False,master,patch-3,1,0,1,1,1,1,0,1,3,0,enhancement,1,,False,20783.598611111112,,True
public-apis,public-apis,366880,Python,3273,Add Board Game Atlas API,CLOSED,andre-j3sus,2022-08-19T11:40:34Z,2025-05-01T21:40:50Z,,False,master,patch-1,1,0,1,1,2,1,0,1,3,0,enhancement,1,,False,23674.004444444443,,True
public-apis,public-apis,366880,Python,3237,Add doqs API,CLOSED,dnnsthnnr,2022-07-10T13:08:01Z,2022-07-15T21:46:13Z,,False,master,feat/add-doqs,1,0,1,1,1,1,0,1,3,0,enhancement,1,,False,128.63666666666666,,True
public-apis,public-apis,366880,Python,3211,Add Jandapress API,CLOSED,sinkaroid,2022-06-30T22:56:37Z,2022-07-15T21:44:09Z,,False,master,jandapress,1,0,1,1,1,1,0,1,3,0,enhancement,1,,False,358.7922222222222,,True
public-apis,public-apis,366880,Python,3197,Bhagvad Gita API update ,CLOSED,PtPrashantTripathi,2022-06-18T15:11:28Z,2022-07-15T21:40:18Z,,False,master,patch-1,3,2,1,5,2,1,0,1,3,0,enhancement,1,,False,654.4805555555556,,True
public-apis,public-apis,366880,Python,3171,Update README.md,CLOSED,imrajeshkumar7492,2022-05-25T17:05:55Z,2022-06-10T03:14:56Z,,False,master,patch-1,1,0,1,1,10,1,0,1,3,0,enhancement,1,,False,370.1502777777778,,True
public-apis,public-apis,366880,Python,3157,Add ClipDrop API,CLOSED,cyrildiagne,2022-05-20T12:30:09Z,2022-05-22T04:05:37Z,,False,master,patch-1,1,0,1,1,1,1,0,1,2,0,enhancement,1,,False,39.59111111111111,,True
public-apis,public-apis,366880,Python,3146,Added examples of incorrect formatting,CLOSED,sschacko,2022-05-06T06:41:20Z,2022-05-08T00:26:57Z,,False,master,master,2,0,1,2,1,1,0,3,3,0,,0,,False,41.76027777777778,,True
public-apis,public-apis,366880,Python,3102,Add PRC Exam Schedule to Government,MERGED,zopagaduanjr,2022-03-16T00:29:34Z,2022-03-16T04:29:32Z,2022-03-16T04:29:32Z,True,master,master,1,0,1,1,0,1,0,1,2,0,,0,,False,3.9994444444444444,3.9994444444444444,True
public-apis,public-apis,366880,Python,3100,Add Hirak OCR to Text Analysis,MERGED,FayeNichols,2022-03-15T06:36:49Z,2022-03-16T04:16:11Z,2022-03-16T04:16:11Z,True,master,patch-8,1,0,1,1,0,1,0,1,2,0,,0,,False,21.656111111111112,21.656111111111112,True
public-apis,public-apis,366880,Python,3098,Add Hirak IP to Country to Geocoding,MERGED,FayeNichols,2022-03-14T11:08:46Z,2022-03-16T03:59:38Z,2022-03-16T03:59:38Z,True,master,patch-9,1,0,1,1,0,1,0,1,2,0,,0,,False,40.84777777777778,40.84777777777778,True
public-apis,public-apis,366880,Python,3094,Add Threat Jammer to Security,MERGED,diegoparrilla,2022-03-11T19:17:24Z,2022-03-13T01:18:48Z,2022-03-13T01:18:48Z,True,master,master,1,0,1,1,0,1,0,1,2,0,,0,,False,30.023333333333333,30.023333333333333,True
public-apis,public-apis,366880,Python,3093,Update waifu.im: CORS from No to Yes,MERGED,Buco7854,2022-03-11T16:19:22Z,2022-03-12T04:50:07Z,2022-03-12T04:50:07Z,True,master,patch-2,1,1,1,2,0,1,0,1,2,0,,0,,False,12.5125,12.5125,True
public-apis,public-apis,366880,Python,3092,Add Owen Wilson Wow to Video,MERGED,amamenko,2022-03-10T00:34:56Z,2022-03-13T00:55:27Z,2022-03-13T00:55:27Z,True,master,master,1,0,1,1,1,1,0,1,3,0,,0,,False,72.34194444444445,72.34194444444445,True
public-apis,public-apis,366880,Python,3091,Add MFaaS to Video,MERGED,Stitti,2022-03-08T11:23:47Z,2022-03-13T00:42:41Z,2022-03-13T00:42:41Z,True,master,master,1,0,1,1,0,1,0,1,2,0,,0,,False,109.315,109.315,True
public-apis,public-apis,366880,Python,3090,Add WhatJobs to Jobs,MERGED,sudhakar76,2022-03-08T08:27:03Z,2022-03-13T00:21:15Z,2022-03-13T00:21:15Z,True,master,master,1,0,1,1,2,1,0,2,2,0,,0,,False,111.90333333333334,111.90333333333334,True
public-apis,public-apis,366880,Python,3087,Add Warface to Games & Comics,MERGED,seanwlk,2022-03-06T10:46:27Z,2022-03-12T04:26:55Z,2022-03-12T04:26:55Z,True,master,master,1,0,1,1,0,1,0,1,2,0,,0,,False,137.67444444444445,137.67444444444445,True
public-apis,public-apis,366880,Python,3085,Add National Park Service to Government,MERGED,roannav,2022-03-06T06:39:20Z,2022-03-10T05:46:19Z,2022-03-10T05:46:18Z,True,master,add-nps-api,1,0,1,1,0,1,0,1,2,0,,0,,False,95.11638888888889,95.11611111111111,True
public-apis,public-apis,366880,Python,3082,Fixed typo: Upcomimg -> Upcoming,MERGED,htimsekim,2022-03-04T15:39:13Z,2022-03-04T22:11:39Z,2022-03-04T22:11:39Z,True,master,fixing-mcu-typo,1,1,1,2,0,1,0,1,2,0,,0,,False,6.540555555555556,6.540555555555556,True
public-apis,public-apis,366880,Python,3079,Remove Indeed from Jobs,MERGED,GregSaintJean,2022-03-02T21:26:23Z,2022-03-04T22:05:15Z,2022-03-04T22:05:15Z,True,master,indeed,0,1,1,1,0,1,0,1,2,0,,0,,False,48.647777777777776,48.647777777777776,True
public-apis,public-apis,366880,Python,3076,Add Hirak Exchange Rates to Cryptocurrency,MERGED,FayeNichols,2022-03-01T06:36:15Z,2022-03-05T23:13:05Z,2022-03-05T23:13:05Z,True,master,patch-2,1,0,1,1,0,1,0,1,2,0,,0,,False,112.6138888888889,112.6138888888889,True
public-apis,public-apis,366880,Python,3073,Add Website Carbon to Environment,MERGED,caroldinh,2022-02-26T22:37:33Z,2022-03-05T22:41:42Z,2022-03-05T22:41:42Z,True,master,website-carbon,1,0,1,1,0,1,0,1,3,0,,0,,False,168.06916666666666,168.06916666666666,True
public-apis,public-apis,366880,Python,3066,Add Techy to Entertainment,MERGED,PerryPal21,2022-02-24T14:15:18Z,2022-03-05T22:13:51Z,2022-03-05T22:13:51Z,True,master,patch-3,1,0,1,1,0,1,0,1,2,0,,0,,False,223.97583333333333,223.97583333333333,True
public-apis,public-apis,366880,Python,3065,Add NoPhishy to Anti-Malware,MERGED,Exerra,2022-02-22T00:00:19Z,2022-03-04T23:18:39Z,2022-03-04T23:18:38Z,True,master,patch-1,1,0,1,1,0,1,0,1,2,0,,0,,False,263.30555555555554,263.3052777777778,True
public-apis,public-apis,366880,Python,3062,Add icy.tools to Cryptocurrency,CLOSED,zer0cache,2022-02-19T03:34:17Z,2022-03-04T22:49:34Z,,False,master,add-nft-api,1,0,1,1,1,1,0,1,3,0,,0,,False,331.2547222222222,,True
public-apis,public-apis,366880,Python,3060,Add RPS 101 to Games & Comics,MERGED,adamclement-exe,2022-02-16T09:54:06Z,2022-03-02T05:06:33Z,2022-03-02T05:06:33Z,True,master,master,1,0,1,1,0,1,0,1,2,0,,0,,False,331.2075,331.2075,True
public-apis,public-apis,366880,Python,3059,Add xeno-canto API to Animals,MERGED,blautista,2022-02-16T00:24:57Z,2022-03-02T04:37:20Z,2022-03-02T04:37:20Z,True,master,add-xeno-canto-api,1,0,1,1,0,1,0,1,2,0,,0,,False,340.2063888888889,340.2063888888889,True
public-apis,public-apis,366880,Python,3057,Add Apiip API to Geocoding,MERGED,Apiipnet,2022-02-12T14:31:15Z,2022-03-02T04:06:34Z,2022-03-02T04:06:34Z,True,master,apiip,1,0,1,1,0,1,0,1,3,0,,0,,False,421.5886111111111,421.5886111111111,True
public-apis,public-apis,366880,Python,3055,Add Digital Humani Reforestation as a Service ,CLOSED,nosvalds,2022-02-10T09:59:17Z,2022-03-02T03:25:53Z,,False,master,add-digitalhumani-raas,1,0,1,1,0,1,0,1,2,0,,0,,False,473.4433333333333,,True
public-apis,public-apis,366880,Python,3054,Move SLF (German country information) from Games & Comics to Geocoding,MERGED,xmakina,2022-02-09T18:35:51Z,2022-02-26T04:42:51Z,2022-02-26T04:42:51Z,True,master,slf-fix,1,1,1,2,0,1,0,1,2,0,,0,,False,394.1166666666667,394.1166666666667,True
public-apis,public-apis,366880,Python,3053,Add Space Truckers to Games & Comics,CLOSED,xmakina,2022-02-09T18:28:56Z,2022-03-02T01:12:57Z,,False,master,master,1,0,1,1,0,1,0,1,2,0,,0,,False,486.7336111111111,,True
public-apis,public-apis,366880,Python,3051,Add iyzico to Finance,CLOSED,3rt4nm4n,2022-02-09T07:52:33Z,2022-03-02T01:11:31Z,,False,master,patch-3,1,0,1,1,1,1,0,1,2,0,,0,,False,497.3161111111111,,True
public-apis,public-apis,366880,Python,3050,Add Wizard World API to Books,MERGED,Morasiu,2022-02-08T19:11:24Z,2022-02-14T07:04:04Z,2022-02-14T07:04:03Z,True,master,master,1,0,1,1,0,1,0,2,2,0,,0,,False,131.87777777777777,131.8775,True
public-apis,public-apis,366880,Python,3047,Add Postali to Geocoding,MERGED,gomflo,2022-02-07T04:49:55Z,2022-02-07T07:09:05Z,2022-02-07T07:09:05Z,True,master,master,1,0,1,1,0,1,0,2,2,0,,0,,False,2.3194444444444446,2.3194444444444446,True
public-apis,public-apis,366880,Python,3046,Update Coronavirus: 'Wuhan Coronavirus' to 'Covid-19',MERGED,onderweg,2022-02-06T07:12:20Z,2022-02-07T07:01:28Z,2022-02-07T07:01:27Z,True,master,master,1,1,1,2,0,1,0,1,2,0,,0,,False,23.81888888888889,23.81861111111111,True
public-apis,public-apis,366880,Python,3045,Add ScrapeNinja to Development,MERGED,restyler,2022-02-04T14:09:47Z,2022-02-07T06:47:29Z,2022-02-07T06:47:29Z,True,master,patch-1,1,0,1,1,0,1,0,1,2,0,,0,,False,64.62833333333333,64.62833333333333,True
public-apis,public-apis,366880,Python,3044,Move aztro from Science & Math to Social,MERGED,Himanshu9271,2022-02-03T11:17:44Z,2022-02-07T06:35:37Z,2022-02-07T06:35:37Z,True,master,patch-1,1,1,1,2,0,1,0,1,2,0,,0,,False,91.29805555555555,91.29805555555555,True
public-apis,public-apis,366880,Python,3043,Update Ganjoor API url,MERGED,hrmoh,2022-02-03T06:33:12Z,2022-02-07T06:10:24Z,2022-02-07T06:10:24Z,True,master,master,1,1,1,2,0,1,0,1,2,0,,0,,False,95.62,95.62,True
