name,owner,stars,language,pr_number,pr_title,pr_state,pr_author,pr_created_at,pr_closed_at,pr_merged_at,pr_is_merged,pr_base_branch,pr_head_branch,pr_additions,pr_deletions,pr_changed_files,pr_total_changes,pr_comments_count,pr_reviews_count,pr_review_requests_count,pr_commits_count,pr_participants_count,pr_assignees_count,pr_labels,pr_labels_count,pr_review_decision,pr_is_draft,pr_lifetime_hours,pr_time_to_merge_hours,has_code_review
awesome,sindresorhus,403538,Unknown,2850,Add Annual Security Reports,MERGED,jacobdjwilson,2023-11-07T16:48:23Z,2024-11-22T09:22:46Z,2024-11-22T09:22:46Z,True,main,patch-2,1,0,1,1,21,12,0,11,7,0,,0,,False,9136.573055555555,9136.573055555555,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62248,fix(curriculum): add more tests for the golf translator lab,MERGED,StuartMosquera,2025-09-17T17:29:40Z,2025-09-22T15:14:28Z,2025-09-22T15:14:28Z,True,main,add-tests-for-golf-translator-lab,66,8,1,74,1,11,0,3,3,0,status: waiting review|scope: curriculum|full stack cert,3,APPROVED,False,117.74666666666667,117.74666666666667,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62173,feat(curriculum): add wherefore art thou challenge lab,MERGED,larymak,2025-09-12T06:44:06Z,2025-09-22T05:39:59Z,2025-09-22T05:39:59Z,True,main,feat-add-wherefore-art-thou-challenge,170,21,5,191,1,11,0,7,5,0,status: waiting review|scope: curriculum|platform: learn|scope: i18n|full stack cert,5,APPROVED,False,238.93138888888888,238.93138888888888,True
awesome,sindresorhus,403538,Unknown,3282,Add PostgreSQL hacking,CLOSED,zhjwpku,2024-11-23T15:16:45Z,2025-01-25T09:09:05Z,,False,main,patch-1,1,0,1,1,10,10,0,1,6,0,,0,,False,1505.8722222222223,,True
awesome,sindresorhus,403538,Unknown,3227,Add Windows,MERGED,0PandaDEV,2024-09-30T13:00:12Z,2024-11-23T14:44:06Z,2024-11-23T14:44:06Z,True,main,patch-1,1,1,1,2,15,10,1,11,7,0,,0,,False,1297.7316666666666,1297.7316666666666,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62230,chore(curriculum): Update javascript trivia bot test to accept concat method,CLOSED,Giftea,2025-09-15T18:16:29Z,2025-09-22T15:19:33Z,,False,main,fix-javascript-trivia-bot,2,2,1,4,4,9,0,4,3,0,scope: curriculum,1,,False,165.0511111111111,,True
awesome,sindresorhus,403538,Unknown,3320,Add Mendix,CLOSED,jsp-mx,2025-01-02T04:52:25Z,2025-05-15T12:16:38Z,,False,main,main,1,0,1,1,6,9,0,3,10,0,,0,,False,3199.4036111111113,,True
awesome,sindresorhus,403538,Unknown,2638,Add Maps Data,CLOSED,thedoubler,2023-05-23T17:15:31Z,2024-05-27T22:56:17Z,,False,main,patch-1,1,0,1,1,16,9,0,8,9,0,,0,,False,8885.679444444444,,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62198,feat(curriculum): add Build an All-True Property Validator lab,MERGED,ilenia-magoni,2025-09-13T14:53:34Z,2025-09-25T14:29:14Z,2025-09-25T14:29:14Z,True,main,feat-add-lab-all-true-property-validator,212,0,5,212,2,8,0,9,3,1,status: waiting review|scope: curriculum|platform: learn|scope: i18n|full stack cert,5,APPROVED,False,287.59444444444443,287.59444444444443,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62150,feat (curriculum): add oop quiz,MERGED,Ksound22,2025-09-11T07:55:20Z,2025-09-22T18:35:54Z,2025-09-22T18:35:54Z,True,main,feat/oop-quiz,120,103,1,223,1,8,2,8,6,0,status: waiting review|scope: curriculum|full stack cert,3,APPROVED,False,274.6761111111111,274.6761111111111,True
awesome,sindresorhus,403538,Unknown,3351,Add Standards,MERGED,donBarbos,2025-02-06T14:35:08Z,2025-05-15T13:13:42Z,2025-05-15T13:13:42Z,True,main,main,1,0,1,1,6,8,0,3,10,0,,0,,False,2350.6427777777776,2350.6427777777776,True
awesome,sindresorhus,403538,Unknown,3293,Add Permacomputing,MERGED,idematos,2024-12-02T16:08:58Z,2025-02-28T04:32:36Z,2025-02-28T04:32:36Z,True,main,patch-1,1,0,1,1,7,8,0,1,11,0,,0,,False,2100.393888888889,2100.393888888889,True
awesome,sindresorhus,403538,Unknown,2949,Add Transgender,MERGED,cvyl,2024-01-22T11:37:40Z,2025-07-18T18:37:33Z,2025-07-18T18:37:33Z,True,main,patch-1,1,0,1,1,31,8,0,15,11,0,,0,,False,13038.998055555556,13038.998055555556,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62191,chore(curriculum): updating git and github quiz questions,MERGED,jdwilkin4,2025-09-12T21:35:55Z,2025-09-18T16:20:55Z,2025-09-18T16:20:55Z,True,main,curriculum-git-quiz,94,94,1,188,0,7,1,4,4,1,status: waiting review|scope: curriculum|full stack cert,3,APPROVED,False,138.75,138.75,True
awesome,sindresorhus,403538,Unknown,3335,Add CodeRabbit,MERGED,tyaga001,2025-01-17T06:13:49Z,2025-03-04T08:42:03Z,2025-03-04T08:42:03Z,True,main,patch-1,1,0,1,1,13,7,0,3,6,0,,0,,False,1106.4705555555556,1106.4705555555556,True
awesome,sindresorhus,403538,Unknown,3171,Add Neuroimaging,MERGED,WillForan,2024-08-31T19:57:29Z,2025-05-15T11:44:00Z,2025-05-15T11:44:00Z,True,main,main,1,0,1,1,16,7,0,4,10,0,,0,,False,6159.775277777778,6159.775277777778,True
awesome,sindresorhus,403538,Unknown,3152,Add Event-Driven Architecture,MERGED,lutzh,2024-08-15T16:16:28Z,2024-11-28T19:02:19Z,2024-11-28T19:02:18Z,True,main,main,1,0,1,1,15,7,1,3,5,0,,0,,False,2522.764166666667,2522.7638888888887,True
awesome,sindresorhus,403538,Unknown,3146,Add Email Security,CLOSED,0xAnalyst,2024-08-11T08:01:17Z,2025-05-20T13:30:16Z,,False,main,main,1,0,1,1,18,7,0,2,11,0,,0,,False,6773.483055555555,,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62232,fix(curriculum): make concatenation optional,MERGED,Supravisor,2025-09-15T23:41:57Z,2025-09-22T15:17:40Z,2025-09-22T15:17:40Z,True,main,triviaBot,3,2,1,5,5,6,0,2,3,0,status: waiting review|scope: curriculum|full stack cert,3,APPROVED,False,159.59527777777777,159.59527777777777,True
awesome,sindresorhus,403538,Unknown,3398,Add WebAssembly,MERGED,idematos,2025-04-11T10:05:00Z,2025-07-05T23:21:42Z,2025-07-05T23:21:42Z,True,main,patch-1,1,0,1,1,15,6,0,3,12,0,,0,,False,2053.278333333333,2053.278333333333,True
awesome,sindresorhus,403538,Unknown,3283,Add Semantic Commit,CLOSED,bozaci,2024-11-25T10:59:32Z,2025-05-20T13:41:00Z,,False,main,semantic-commit-branch,1,0,1,1,5,6,0,1,6,0,,0,,False,4226.691111111111,,True
awesome,sindresorhus,403538,Unknown,3081,Add Tor,MERGED,Polycarbohydrate,2024-06-14T06:25:07Z,2024-07-23T12:14:43Z,2024-07-23T12:14:43Z,True,main,main,1,0,1,1,7,6,1,3,5,0,,0,,False,941.8266666666667,941.8266666666667,True
free-programming-books,EbookFoundation,370951,Python,11686,"Added ruby, ruby on rails and rust hindi tutorials in free-courses-hindi.md (request review from urdu speaker)",MERGED,Darpana-iitgn,2024-10-26T10:24:19Z,2024-10-31T14:41:46Z,2024-10-31T14:41:46Z,True,main,main,4,0,1,4,6,6,0,1,4,0,question|waiting for changes,2,CHANGES_REQUESTED,False,124.29083333333334,124.29083333333334,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62282,fix(curriculum): format code blocks in quiz answers,MERGED,JatinMehta007,2025-09-20T12:12:01Z,2025-09-20T17:53:34Z,2025-09-20T17:53:34Z,True,main,fix/quiz-code-blocks,0,8,1,8,1,5,0,7,3,0,scope: curriculum,1,APPROVED,False,5.6925,5.6925,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62189,feat(curriculum): adding git and github review page,MERGED,jdwilkin4,2025-09-12T20:31:14Z,2025-09-23T07:46:58Z,2025-09-23T07:46:58Z,True,main,curriculum-git-review,218,2,1,220,1,5,0,8,4,1,status: waiting review|scope: curriculum|full stack cert,3,APPROVED,False,251.26222222222222,251.26222222222222,True
awesome,sindresorhus,403538,Unknown,3312,Add Large Language Model,CLOSED,zhiyuan8,2024-12-21T00:31:31Z,2024-12-30T08:56:59Z,,False,main,patch-1,1,0,1,1,4,5,0,1,7,0,,0,,False,224.42444444444445,,True
awesome,sindresorhus,403538,Unknown,3274,Add Sui & Update Move,CLOSED,yanganto,2024-11-16T01:26:40Z,2025-05-21T02:08:20Z,,False,main,move,2,1,1,3,8,5,0,2,5,0,,0,,False,4464.694444444444,,True
awesome,sindresorhus,403538,Unknown,3256,"Add ""FOSS Alternatives""",CLOSED,hardBSDk,2024-11-01T16:22:48Z,2025-01-12T08:57:13Z,,False,main,patch-1,1,0,1,1,7,5,0,2,10,0,,0,,False,1720.5736111111112,,True
awesome,sindresorhus,403538,Unknown,3223,Add ABP Framework of Platforms,CLOSED,tarikozdemir,2024-09-27T19:23:13Z,2025-05-15T11:38:31Z,,False,main,patch-1,1,0,1,1,7,5,0,1,10,0,,0,,False,5512.255,,True
awesome,sindresorhus,403538,Unknown,3210,Add WebGPU,MERGED,ferminLR,2024-09-20T21:37:36Z,2025-05-15T11:49:06Z,2025-05-15T11:49:06Z,True,main,main,1,0,1,1,11,5,0,2,9,0,,0,,False,5678.191666666667,5678.191666666667,True
awesome,sindresorhus,403538,Unknown,3091,Add Lucid Dreams,MERGED,IAmCoder,2024-06-24T22:21:43Z,2024-10-29T06:59:04Z,2024-10-29T06:59:04Z,True,main,patch-1,1,0,1,1,6,5,0,2,7,0,,0,,False,3032.6225,3032.6225,True
awesome,sindresorhus,403538,Unknown,2692,add official docker awesome-compose,CLOSED,ophilon,2023-06-23T08:02:35Z,2023-12-25T17:59:48Z,,False,main,main,0,0,0,0,6,5,0,0,10,0,,0,,False,4449.953611111111,,True
free-programming-books,EbookFoundation,370951,Python,11832,[Add] TypeScript Baby By Lwin Moe Paing in books/free-programming-books-my.md,MERGED,LinThitHtwe,2025-02-13T00:59:51Z,2025-02-14T02:09:41Z,2025-02-14T02:09:41Z,True,main,main,6,0,1,6,0,5,0,3,2,0,,0,,False,25.163888888888888,25.163888888888888,True
free-programming-books,EbookFoundation,370951,Python,11571,fix React Native course title,CLOSED,Taussy10,2024-10-15T11:59:14Z,2025-05-24T00:16:54Z,,False,main,fix/React-Native-Course,1,1,1,2,6,5,0,2,4,0,waiting for changes|conflicts|stale,3,,False,5292.294444444445,,True
public-apis,public-apis,366880,Python,3033,Add transport.rest to Transportation,MERGED,konhi,2022-01-28T15:19:55Z,2022-01-29T01:34:47Z,2022-01-29T01:34:47Z,True,master,transport-rest,1,0,1,1,0,5,0,2,3,0,,0,,False,10.247777777777777,10.247777777777777,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62322,feat(curriculum): add dfs python lab,MERGED,Dario-DC,2025-09-23T11:42:31Z,2025-09-26T20:02:03Z,2025-09-26T20:02:03Z,True,main,add-dfs-lab,143,1,5,144,0,4,1,2,5,1,status: waiting review|scope: curriculum|platform: learn|scope: i18n|full stack cert,5,APPROVED,False,80.32555555555555,80.32555555555555,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62270,chore(tests): migrate shared folder to Vitests,MERGED,Sembauke,2025-09-19T07:01:26Z,2025-09-22T12:50:41Z,2025-09-22T12:50:41Z,True,main,chore/move-shared-folder-to-vitest,26,4,11,30,0,4,0,10,5,1,status: waiting review,1,,False,77.82083333333334,77.82083333333334,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62255,refactor: semantic update to complaint form,MERGED,ilenia-magoni,2025-09-18T10:56:53Z,2025-09-22T15:11:42Z,2025-09-22T15:11:42Z,True,main,fix-complaint-form,9,9,1,18,0,4,0,2,3,0,status: waiting review|scope: curriculum|full stack cert,3,APPROVED,False,100.24694444444444,100.24694444444444,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62252,fix(curriculum): add generate-btn click to sort-btn test,MERGED,happypepii,2025-09-18T09:46:30Z,2025-09-19T10:09:33Z,2025-09-19T10:09:33Z,True,main,fix/sorting-visualizer-test-62080,2,0,1,2,3,4,0,2,3,0,status: waiting review|scope: curriculum,2,APPROVED,False,24.384166666666665,24.384166666666665,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62241,fix(curriculum): correct legend placement in complaint form,CLOSED,pranshu-saraswat,2025-09-17T08:28:39Z,2025-09-18T18:37:20Z,,False,main,fix-form-legend,50,52,1,102,11,4,1,1,2,0,scope: curriculum|status: deprioritize,2,CHANGES_REQUESTED,False,34.14472222222222,,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62226,feat(curriculum): add implement a Unique Sorted Union lab,MERGED,ilenia-magoni,2025-09-15T14:35:10Z,2025-09-29T09:47:44Z,2025-09-29T09:47:44Z,True,main,lab-unique-sorted-union,115,0,5,115,2,4,0,3,4,0,status: waiting review|scope: curriculum|platform: learn|scope: i18n|full stack cert,5,APPROVED,False,331.20944444444444,331.20944444444444,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62225,feat(curriculum): daily challenges 55-62 - Oct 4-11,MERGED,moT01,2025-09-15T13:42:50Z,2025-09-16T06:28:10Z,2025-09-16T06:28:10Z,True,main,feat/more-daily-challenges,1553,1,19,1554,1,4,0,8,3,0,status: waiting review|scope: curriculum|scope: tools/scripts,3,APPROVED,False,16.755555555555556,16.755555555555556,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62217,fix(curriculum): Casing typo in JavaScript quiz,MERGED,Supravisor,2025-09-15T03:33:37Z,2025-09-16T10:30:00Z,2025-09-16T10:30:00Z,True,main,quizHigherOrderFunctions,4,4,2,8,0,4,0,2,3,0,scope: curriculum|status: waiting update,2,APPROVED,False,30.939722222222223,30.939722222222223,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62216,feat(curriculum): add Create a Deep Flattening Tool lab,MERGED,ilenia-magoni,2025-09-14T21:37:04Z,2025-09-19T20:08:31Z,2025-09-19T20:08:31Z,True,main,feat-steamroller-lab,135,0,5,135,0,4,0,4,4,0,status: waiting review|scope: curriculum|platform: learn|scope: i18n,4,APPROVED,False,118.52416666666667,118.52416666666667,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62190,Feat(Curriculum): Implement Chapter Based Layout to A1 Spanish,MERGED,nieldakarla,2025-09-12T21:16:50Z,2025-09-15T19:39:48Z,2025-09-15T19:39:48Z,True,main,feat/es-a1-module1,608,39,24,647,0,4,0,8,3,1,scope: curriculum|platform: learn|scope: i18n|professional spanish,4,APPROVED,False,70.38277777777778,70.38277777777778,True
build-your-own-x,codecrafters-io,423208,Markdown,748,Added tutorial for building a basic Rust CLI app,CLOSED,wanderingeek,2022-06-17T12:00:53Z,2023-07-04T13:04:41Z,,False,master,patch-1,1,0,1,1,1,4,0,2,5,0,,0,,False,9169.063333333334,,True
build-your-own-x,codecrafters-io,423208,Markdown,30,Nanocoin cryptocurrency written in Haskell,MERGED,aafa,2018-05-13T10:05:48Z,2018-05-13T10:45:32Z,2018-05-13T10:45:32Z,True,master,master,1,0,1,1,1,4,0,2,2,0,,0,,False,0.6622222222222223,0.6622222222222223,True
awesome,sindresorhus,403538,Unknown,3232,Add Yazi,CLOSED,AnirudhG07,2024-10-03T12:22:21Z,2025-05-15T12:05:07Z,,False,main,main,1,0,1,1,14,4,0,3,5,0,,0,,False,5375.712777777778,,True
awesome,sindresorhus,403538,Unknown,3153,Add VBA,MERGED,sancarn,2024-08-15T22:41:14Z,2025-05-15T13:01:58Z,2025-05-15T13:01:58Z,True,main,main,1,0,1,1,20,4,0,2,11,0,,0,,False,6542.345555555556,6542.345555555556,True
awesome,sindresorhus,403538,Unknown,3110,Add Xiangqi,CLOSED,lucaferranti,2024-07-15T21:25:06Z,2025-01-19T19:54:32Z,,False,main,lf-xiangqi,1,0,1,1,15,4,0,2,8,0,,0,,False,4510.490555555555,,True
awesome,sindresorhus,403538,Unknown,3095,Add Email Security,CLOSED,0xAnalyst,2024-06-27T08:45:24Z,2024-08-11T07:54:18Z,,False,gh-pages,main,1,1,1,2,9,4,0,1139,172,0,,0,,False,1079.1483333333333,,True
awesome,sindresorhus,403538,Unknown,2919,Add Generative AI Meets Julia,CLOSED,svilupp,2023-12-30T10:14:22Z,2024-10-22T17:48:57Z,,False,main,patch-1,2,0,1,2,15,4,0,4,3,0,,0,,False,7135.576388888889,,True
awesome,sindresorhus,403538,Unknown,2753,Add Microsoft Sentinel,CLOSED,kfriede,2023-08-18T17:15:37Z,2024-02-14T08:12:46Z,,False,main,main-2,1,0,1,1,9,4,0,8,7,0,,0,,False,4310.9525,,True
public-apis,public-apis,366880,Python,3805,"added postman logos, removed deadlinks, created popular APIs and Cate…",MERGED,stcalica,2024-03-14T17:32:21Z,2024-04-29T11:29:06Z,2024-04-29T11:29:06Z,True,master,postman-redesign,347,248,2,595,0,4,0,1,6,0,,0,,False,1097.9458333333334,1097.9458333333334,True
public-apis,public-apis,366880,Python,3032,Add Corporate Buzz Words to Entertainment,MERGED,speedyshreya,2022-01-27T14:19:03Z,2022-01-31T23:23:23Z,2022-01-31T23:23:23Z,True,master,master,1,0,1,1,1,4,0,1,2,0,,0,,False,105.07222222222222,105.07222222222222,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62377,fix(curriculum): move editable region markers to wrap Navbar component,MERGED,ismaeeelxd,2025-09-26T09:50:41Z,2025-09-26T10:55:18Z,2025-09-26T10:55:18Z,True,main,fix/editable-navbar-region,3,3,1,6,0,3,1,3,4,0,scope: curriculum,1,APPROVED,False,1.0769444444444445,1.0769444444444445,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62357,fix(curriculum): add description for HTML snippet in Football Team Cards,MERGED,ppl-call-me-tima,2025-09-25T09:12:40Z,2025-09-25T10:18:38Z,2025-09-25T10:18:38Z,True,main,fix/add-description-for-snippet,2,0,1,2,1,3,0,1,3,0,status: waiting review|scope: curriculum,2,APPROVED,False,1.0994444444444444,1.0994444444444444,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62325,fix(curriculum): correct superBlock name in Build a Weather App lab,MERGED,Swapnanilb,2025-09-23T12:33:41Z,2025-09-23T15:35:27Z,2025-09-23T15:35:27Z,True,main,main,1,1,1,2,4,3,0,1,3,0,status: waiting review|platform: learn,2,APPROVED,False,3.0294444444444446,3.0294444444444446,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62313,fix(curriculum): Maintain getMode function consistency in steps 39 - 59,MERGED,Giftea,2025-09-22T15:58:46Z,2025-09-25T13:56:57Z,2025-09-25T13:56:57Z,True,main,mode-function-consistency,44,66,21,110,2,3,0,3,4,0,status: waiting review|scope: curriculum|archived coursework,3,APPROVED,False,69.96972222222222,69.96972222222222,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62310,chore(curriculum): update rps-game instructions and hasPlayerWonTheRound parameter,MERGED,Giftea,2025-09-22T14:58:10Z,2025-09-25T13:58:34Z,2025-09-25T13:58:34Z,True,main,improve-rock-paper-scissors-game-instructions,47,47,11,94,3,3,0,5,5,0,status: waiting review|scope: curriculum|full stack cert,3,APPROVED,False,71.00666666666666,71.00666666666666,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62297,fix(curriculum): Clarifiy the explanation of Python’s `//` (floor division) operator.,MERGED,tawfiqkhalilieh,2025-09-21T20:08:13Z,2025-09-22T10:22:11Z,2025-09-22T10:22:11Z,True,main,fix/Clarifiy-floor-division-definition-answer,2,2,1,4,1,3,0,3,4,0,status: waiting review|scope: curriculum,2,APPROVED,False,14.232777777777779,14.232777777777779,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62272,feat(curriculum): add dynamic programming lecture,MERGED,zairahira,2025-09-19T13:03:44Z,2025-09-22T07:03:32Z,2025-09-22T07:03:32Z,True,main,feat/add-dynamic-programming-lecture,351,49,4,400,0,3,0,2,3,0,status: waiting review|scope: curriculum|platform: learn|scope: i18n|full stack cert,5,APPROVED,False,65.99666666666667,65.99666666666667,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62269,feat(curriculum): add dynamic programming review page content,MERGED,jdwilkin4,2025-09-18T23:02:09Z,2025-09-23T11:28:43Z,2025-09-23T11:28:43Z,True,main,curriculum-dynamic-programming-review,60,5,1,65,0,3,0,2,3,1,status: waiting review|scope: curriculum|full stack cert,3,APPROVED,False,108.44277777777778,108.44277777777778,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62265,chore(tools): migrate scripts/lint test to vitest,MERGED,huyenltnguyen,2025-09-18T19:17:42Z,2025-09-19T07:46:06Z,2025-09-19T07:46:06Z,True,main,chore/lint-scripts-vitest,61,37,6,98,0,3,0,2,3,0,scope: tools/scripts,1,APPROVED,False,12.473333333333333,12.473333333333333,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62264,feat(curriculum): adding graphs and trees quiz questions,MERGED,jdwilkin4,2025-09-18T19:01:28Z,2025-09-22T09:58:14Z,2025-09-22T09:58:14Z,True,main,curriculum-graphs-trees-quiz,100,100,1,200,0,3,0,4,3,1,status: waiting review|scope: curriculum|full stack cert,3,APPROVED,False,86.94611111111111,86.94611111111111,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62263,fix: skip upcoming superblocks in normal builds,MERGED,ojeytonwilliams,2025-09-18T17:32:44Z,2025-09-19T17:40:06Z,2025-09-19T17:40:06Z,True,main,fix/upcoming-superblocks,46,71,3,117,0,3,0,2,3,0,status: waiting review|scope: tools/scripts,2,APPROVED,False,24.122777777777777,24.122777777777777,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62227,feat(curriculum): add Build a Missing Letter Detector lab,MERGED,ilenia-magoni,2025-09-15T15:39:56Z,2025-09-23T16:05:07Z,2025-09-23T16:05:07Z,True,main,feat-add-missing-letters-lab,109,0,5,109,2,3,0,3,3,0,status: waiting review|scope: curriculum|platform: learn|scope: i18n|full stack cert,5,APPROVED,False,192.41972222222222,192.41972222222222,True
freeCodeCamp,freeCodeCamp,429335,TypeScript,62185,fix: remove placeholder text from english intro.json,MERGED,abhisek7154,2025-09-12T15:24:01Z,2025-09-12T20:17:34Z,2025-09-12T20:17:34Z,True,main,fix-remove-placeholder-intro-json,5,10,1,15,0,3,0,2,3,0,status: waiting update|platform: learn|scope: i18n,3,APPROVED,False,4.8925,4.8925,True
build-your-own-x,codecrafters-io,423208,Markdown,1060,fix: fixed broken link from list,MERGED,davayd,2024-06-05T21:00:45Z,2024-06-12T21:49:32Z,2024-06-12T21:49:32Z,True,master,patch-1,1,1,1,2,2,3,0,2,6,0,,0,,False,168.81305555555556,168.81305555555556,True
build-your-own-x,codecrafters-io,423208,Markdown,893,add Build your own VPN/Virtual Switch,MERGED,peiyuanix,2023-05-09T09:03:51Z,2023-05-10T00:26:40Z,2023-05-10T00:26:40Z,True,master,master,1,0,1,1,0,3,0,1,2,0,,0,,False,15.380277777777778,15.380277777777778,True
build-your-own-x,codecrafters-io,423208,Markdown,802,add python slack bot,CLOSED,abe-101,2022-09-02T02:55:49Z,2023-03-02T06:23:48Z,,False,master,abes-slack-bot,1,0,1,1,0,3,0,2,4,0,,0,,False,4347.466388888889,,True
build-your-own-x,codecrafters-io,423208,Markdown,59,added 'Build your own CI server' title & one item,MERGED,lotharschulz,2018-05-14T14:37:35Z,2018-05-15T13:35:32Z,2018-05-15T13:35:32Z,True,master,patch-1,1,0,1,1,1,3,0,2,2,0,,0,,False,22.965833333333332,22.965833333333332,True
build-your-own-x,codecrafters-io,423208,Markdown,10,readme: Add my tutorial on shell,MERGED,indradhanush,2018-05-11T10:08:57Z,2018-05-12T07:55:36Z,2018-05-12T07:55:36Z,True,master,patch-1,1,0,1,1,1,3,0,1,2,0,,0,,False,21.7775,21.7775,True
awesome,sindresorhus,403538,Unknown,3455,Add Claude Code,MERGED,hesreallyhim,2025-05-23T06:14:56Z,2025-06-11T12:48:07Z,2025-06-11T12:48:07Z,True,main,hesreallyhim/awesome-claude-code,1,0,1,1,4,3,0,3,5,0,,0,,False,462.55305555555555,462.55305555555555,True
awesome,sindresorhus,403538,Unknown,3323,Add ATProto,MERGED,darccio,2025-01-03T19:49:15Z,2025-05-15T12:37:25Z,2025-05-15T12:37:25Z,True,main,awesome-atproto,1,0,1,1,6,3,0,4,4,0,,0,,False,3160.802777777778,3160.802777777778,True
awesome,sindresorhus,403538,Unknown,3308,Add Free Apps,CLOSED,Axorax,2024-12-15T12:17:14Z,2025-01-10T19:04:21Z,,False,main,main,3,0,1,3,13,3,0,1,8,0,,0,,False,630.7852777777778,,True
awesome,sindresorhus,403538,Unknown,3278,Update readme.md,CLOSED,ssvjugg,2024-11-19T09:49:32Z,2024-11-19T09:50:07Z,,False,main,main,1,11,1,12,2,3,0,1,4,0,,0,,False,0.009722222222222222,,True
awesome,sindresorhus,403538,Unknown,3205,Add Firebase Genkit,MERGED,xavidop,2024-09-15T15:58:49Z,2025-05-15T11:33:25Z,2025-05-15T11:33:25Z,True,main,main,1,0,1,1,12,3,1,5,5,0,,0,,False,5803.576666666667,5803.576666666667,True
awesome,sindresorhus,403538,Unknown,3115,Add J2ME,MERGED,hstsethi,2024-07-21T05:20:07Z,2025-05-15T11:25:39Z,2025-05-15T11:25:39Z,True,main,main,1,0,1,1,10,3,0,2,6,0,,0,,False,7158.0922222222225,7158.0922222222225,True
awesome,sindresorhus,403538,Unknown,3111,Add CI/CD Attacks,MERGED,TupleType,2024-07-18T10:37:44Z,2025-05-15T12:13:17Z,2025-05-15T12:13:17Z,True,main,main,1,0,1,1,12,3,1,3,5,0,,0,,False,7225.5925,7225.5925,True
awesome,sindresorhus,403538,Unknown,3029,Add Microsoft Azure Architecture,CLOSED,lukemurraynz,2024-04-28T00:24:09Z,2024-07-14T09:23:47Z,,False,main,patch-1,1,0,1,1,8,3,0,2,10,0,,0,,False,1856.993888888889,,True
awesome,sindresorhus,403538,Unknown,2930,Add Cilium,MERGED,seifrajhi,2024-01-09T19:21:04Z,2025-05-15T11:04:08Z,2025-05-15T11:04:08Z,True,main,patch-2,1,0,1,1,9,3,0,3,5,0,,0,,False,11799.717777777778,11799.717777777778,True
awesome,sindresorhus,403538,Unknown,2895,Add PocketBase,MERGED,jorgoose,2023-12-06T05:56:56Z,2024-05-25T16:02:45Z,2024-05-25T16:02:45Z,True,main,patch-3,1,0,1,1,18,3,0,1,10,0,,0,,False,4114.0969444444445,4114.0969444444445,True
awesome,sindresorhus,403538,Unknown,2893,Add Locust,CLOSED,jorgoose,2023-12-05T22:41:31Z,2024-10-22T17:48:27Z,,False,main,patch-1,1,0,1,1,3,3,0,2,5,0,,0,,False,7723.115555555555,,True
awesome,sindresorhus,403538,Unknown,2829,Add Detection Engineering,MERGED,infosecB,2023-10-24T23:57:19Z,2024-05-25T15:55:45Z,2024-05-25T15:55:45Z,True,main,main,1,0,1,1,7,3,0,4,3,0,,0,,False,5127.973888888889,5127.973888888889,True
awesome,sindresorhus,403538,Unknown,2736,Add Stock Trading,MERGED,shi-rudo,2023-08-02T09:15:47Z,2024-02-14T08:09:43Z,2024-02-14T08:09:43Z,True,main,patch-1,1,0,1,1,8,3,0,3,6,0,,0,,False,4702.898888888889,4702.898888888889,True
free-programming-books,EbookFoundation,370951,Python,11874,Add 2 Vietnamese courses by Nam .NET,MERGED,daohainam,2025-04-28T09:01:07Z,2025-05-02T22:47:56Z,2025-05-02T22:47:56Z,True,main,main,2,0,1,2,12,3,1,11,3,0,,0,CHANGES_REQUESTED,False,109.78027777777778,109.78027777777778,True
